,title,link,pubDate,description
0,신세계百 “입점 업체와 고객 데이터 공유”,https://www.donga.com/news/Economy/article/all/20200309/100083762/1,"Tue, 10 Mar 2020 07:00:00 GMT",신세계百 “입점 업체와 고객 데이터 공유”
1,"현대백, 인천공항 면세점 입성…신세계 밀어내",http://www.opinionnews.co.kr/news/articleView.html?idxno=30467,"Mon, 09 Mar 2020 07:00:00 GMT","현대백, 인천공항 면세점 입성…신세계 밀어내"
2,"신세계푸드, 캘리스코와 식재료 공급 협약 체결",https://www.fsnews.co.kr/news/articleView.html?idxno=36908,"Mon, 09 Mar 2020 07:00:00 GMT","신세계푸드, 캘리스코와 식재료 공급 협약 체결"
3,현대백화점면세점 인천공항 첫 진출…신세계는 탈락(종합),https://www.yna.co.kr/view/AKR20200309164751004,"Mon, 09 Mar 2020 07:00:00 GMT",현대백화점면세점 인천공항 첫 진출…신세계는 탈락(종합)
4,"인천공항 면세점戰, 현대百 웃고 신세계 울고",https://www.pressm.kr/news/articleView.html?idxno=28080,"Tue, 10 Mar 2020 07:00:00 GMT","인천공항 면세점戰, 현대百 웃고 신세계 울고"
5,롯데·신라·현대百 인천공항 면세점 낙찰… 신세계 탈락,https://biz.chosun.com/site/data/html_dir/2020/03/09/2020030903055.html,"Mon, 09 Mar 2020 07:00:00 GMT",롯데·신라·현대百 인천공항 면세점 낙찰… 신세계 탈락 - 조선비즈
6,"신세계I&C, AWS 손잡고 클라우드 사업 확대",https://www.sedaily.com/NewsVIew/1Z057HSFYW,"Tue, 10 Mar 2020 07:00:00 GMT","신세계I&C, AWS 손잡고 클라우드 사업 확대 - 서울경제"
7,"인천공항 면세점 입찰…현대백화점, 신세계 밀어내",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=115204,"Tue, 10 Mar 2020 07:00:00 GMT","인천공항 면세점 입찰…현대백화점, 신세계 밀어내"
8,"신세계, 현대백화점면세점에 DF7 밀려···DF2·DF7은 유찰",http://ttlnews.com/article/biz_world/7712,"Mon, 09 Mar 2020 07:00:00 GMT","신세계, 현대백화점면세점에 DF7 밀려···DF2·DF7은 유찰"
9,"인천공항 T1 면세점 입찰, 대기업 중 신세계만 고배",https://www.seoulfn.com/news/articleView.html?idxno=374742,"Mon, 09 Mar 2020 07:00:00 GMT","인천공항 T1 면세점 입찰, 대기업 중 신세계만 고배"
10,인천공항 면세점 입찰 신라·롯데·현대 '웃고'…신세계 '울고',https://www.khan.co.kr/article/202003091641001,"Mon, 09 Mar 2020 07:00:00 GMT",인천공항 면세점 입찰 신라·롯데·현대 '웃고'…신세계 '울고'
11,"인천공항 면세점 입찰, 신라·롯데·현대百 선정…DF7 잃은 신세계",http://www.newsprime.co.kr/news/article/?no=496451,"Mon, 09 Mar 2020 07:00:00 GMT","인천공항 면세점 입찰, 신라·롯데·현대百 선정…DF7 잃은 신세계"
12,"인천공항 면세점, 신라·롯데·현대百 선정… 신세계 탈락",https://biz.newdaily.co.kr/site/data/html/2020/03/09/2020030900250.html,"Mon, 09 Mar 2020 07:00:00 GMT","인천공항 면세점, 신라·롯데·현대百 선정… 신세계 탈락"
13,지금껏 없던 '물류 신세계'… 드론이 활짝 연다,http://www.munhwa.com/news/view.html?no=2020031001032603016001,"Tue, 10 Mar 2020 07:00:00 GMT",지금껏 없던 '물류 신세계'… 드론이 활짝 연다
14,"신라·롯데·현대, 인천공항 면세점 낙찰",https://www.hankyung.com/economy/article/2020030978951,"Mon, 09 Mar 2020 07:00:00 GMT","신라·롯데·현대, 인천공항 면세점 낙찰"
15,"폴 매카트니의 딸, '착한 패션' 선구자 : 경제일반 : 경제 : 뉴스",https://www.hani.co.kr/arti/economy/economy_general/931879.html,"Tue, 10 Mar 2020 07:00:00 GMT","폴 매카트니의 딸, '착한 패션' 선구자 : 경제일반 : 경제 : 뉴스"
16,"롯데‧신라‧현대百면세점, 인천공항 면세점 사업자 선정",https://www.intn.co.kr/news/articleView.html?idxno=2010833,"Tue, 10 Mar 2020 07:00:00 GMT","롯데‧신라‧현대百면세점, 인천공항 면세점 사업자 선정"
17,"현대백화점면세점, 인천공항 첫 진출",http://www.busan.com/view/busan/view.php?code=2020030919240688439,"Mon, 09 Mar 2020 07:00:00 GMT","현대백화점면세점, 인천공항 첫 진출"
18,"현대百, 인천공항 면세점 진출…롯데·신라는 기존매장 맞바꿔",https://www.mk.co.kr/news/business/view/2020/03/247774/,"Mon, 09 Mar 2020 07:00:00 GMT","현대百, 인천공항 면세점 진출…롯데·신라는 기존매장 맞바꿔"
19,[사진] 대화 나누는 김현미 장관과 박주형 센트럴시티 대표,https://news.mt.co.kr/mtview.php?no=2020030915478250656,"Mon, 09 Mar 2020 07:00:00 GMT",[사진] 대화 나누는 김현미 장관과 박주형 센트럴시티 대표
20,"패션·화장품업계, 코로나19 극복에 팔 걷었다",https://biz.newdaily.co.kr/site/data/html/2020/03/10/2020031000086.html,"Tue, 10 Mar 2020 07:00:00 GMT","패션·화장품업계, 코로나19 극복에 팔 걷었다"
21,"현대백화점면세점, 인천공항 면세점 진출…'빅4' 눈 앞",https://www.upinews.kr/newsView/upi202003090140,"Mon, 09 Mar 2020 07:00:00 GMT","현대백화점면세점, 인천공항 면세점 진출…'빅4' 눈 앞"
22,"현대백화점, 인천공항 면세점 첫 진출...""규모의 경제 확보 긍정적""",https://www.paxetv.com/news/articleView.html?idxno=87878,"Tue, 10 Mar 2020 07:00:00 GMT","현대백화점, 인천공항 면세점 첫 진출...""규모의 경제 확보 긍정적"""
23,"한국토요타, '프리우스 4륜구동·프리우스C 크로스오버' 출시… 2590만원부터",https://biz.newdaily.co.kr/site/data/html/2020/03/10/2020031000035.html,"Tue, 10 Mar 2020 07:00:00 GMT","한국토요타, '프리우스 4륜구동·프리우스C 크로스오버' 출시… 2590만원부터"
